phone_number,language,voice_id,first_message,prompt,city,other_dyn_variable
+447187298410,en,,,,Horsham,
+441689521632,en,,,,Crawley,
+447076187299,en,,,,East Grinstead,
+441689410521,en,,,,Oxted,
+447965076188,en,,,,Westerham,
+441689299410,en,,,,Sevenoaks,
+447854965077,en,,,,Tonbridge,
+441689188299,en,,,,Maidstone,
+447743854966,en,,,,Headcorn,
+441689077188,en,,,,Staplehurst,
+447632743855,en,,,,Cranbrook,
+441689966077,en,,,,Tenterden,
+447521632744,en,,,,Ashford,
+441689855966,en,,,,Canterbury,
+447410521633,en,,,,Whitstable,
+441689744855,en,,,,Herne Bay,
+447299410522,en,,,,Faversham,
+441689633744,en,,,,Sittingbourne,
+447188299411,en,,,,Gillingham,
+441689522633,en,,,,Rochester,
+447077188300,en,,,,Chatham,
+441689411522,en,,,,Strood,
+447966077189,en,,,,Gravesend,
+441689300411,en,,,,Dartford,
+447855966078,en,,,,Swanley,
+441689189300,en,,,,Bexley,
+447744855967,en,,,,Sidcup,
+441689078189,en,,,,Orpington,
+447633744856,en,,,,Bromley,
+441689967078,en,,,,Beckenham,
+447522633745,en,,,,Crystal Palace,
+441689856967,en,,,,Croydon,
+447411522634,en,,,,Thornton Heath,
+441689745856,en,,,,Mitcham,
+447300411523,en,,,,Tooting,
+441689634745,en,,,,Wimbledon,
+447189300412,en,,,,Raynes Park,
+441689523634,en,,,,New Malden,
+447078189301,en,,,,Kingston upon Thames,
+441689412523,en,,,,Surbiton,
+447967078190,en,,,,Tolworth,
+441689301412,en,,,,Chessington,
+447856967079,en,,,,Epsom,
+441689190301,en,,,,Ewell,
+447745856968,en,,,,Sutton,
+441689079190,en,,,,Carshalton,
+447634745857,en,,,,Wallington,
+441689968079,en,,,,Croydon,
+447523634746,en,,,,Purley,
+441689857968,en,,,,Coulsdon,
+447412523635,en,,,,Caterham,
+441689746857,en,,,,Oxted,
+447301412524,en,,,,Westerham,
+441689635746,en,,,,Sevenoaks,
+447190301413,en,,,,Swanley,
+441689524635,en,,,,Dartford,
+447079190302,en,,,,Gravesend,
+441689413524,en,,,,Rochester,
+447968079191,en,,,,Chatham,
+441689302413,en,,,,Gillingham,
+447857968080,en,,,,Sittingbourne,
+441689191302,en,,,,Faversham,
+447746857969,en,,,,Canterbury,
+441689080191,en,,,,Herne Bay,
+447635746858,en,,,,Margate,
+441689969080,en,,,,Broadstairs,
+447524635747,en,,,,Ramsgate,
+441689858969,en,,,,Sandwich,
+447413524636,en,,,,Deal,
+441689747858,en,,,,Dover,
+447302413525,en,,,,Folkestone,
+441689636747,en,,,,Hythe,
+447191302414,en,,,,Ashford,
+441689525636,en,,,,Headcorn,
+447080191303,en,,,,Maidstone,
+441689414525,en,,,,Tonbridge,
+447969080192,en,,,,Sevenoaks,
+441689303414,en,,,,Westerham,
+447858969081,en,,,,Oxted,
+441689192303,en,,,,Caterham,
+447747858970,en,,,,Redhill,
+441689081192,en,,,,Reigate,
+447636747859,en,,,,Dorking,
+441689970081,en,,,,Leatherhead,
+447525636748,en,,,,Cobham,
+441689859970,en,,,,Weybridge,
+447414525637,en,,,,Walton-on-Thames,
+441689748859,en,,,,Shepperton,
+447303414526,en,,,,Staines,
+441689637748,en,,,,Egham,
+447192303415,en,,,,Virginia Water,
+441689526637,en,,,,Ascot,
+447081192304,en,,,,Bracknell,
+441689415526,en,,,,Wokingham,
+447970081193,en,,,,Reading,
+441689304415,en,,,,Theale,
+447859970082,en,,,,Newbury,
+441689193304,en,,,,Hungerford,
+447748859971,en,,,,Marlborough,
+441689082193,en,,,,Devizes,
+447637748860,en,,,,Chippenham,
+441689971082,en,,,,Calne,
+447526637749,en,,,,Malmesbury,
+441689860971,en,,,,Tetbury,
+447415526638,en,,,,Cirencester,
+441689749860,en,,,,Stroud,
+447304415527,en,,,,Dursley,
+441689638749,en,,,,Thornbury,
+447193304416,en,,,,Yate,
+441689527638,en,,,,Chipping Sodbury,
+447082193305,en,,,,Bristol,
+441689416527,en,,,,Keynsham,
+447971082194,en,,,,Bath,
+441689305416,en,,,,Bradford-on-Avon,
+447860971083,en,,,,Trowbridge,
+441689194305,en,,,,Warminster,
+447749860972,en,,,,Frome,
+441689083194,en,,,,Shepton Mallet,
+447638749861,en,,,,Wells,
+441689972083,en,,,,Burnham-on-Sea,
+447527638750,en,,,,Bridgwater,
+441689861972,en,,,,Taunton,
+447416527639,en,,,,Wellington,
+441689750861,en,,,,Cullompton,
+447305416528,en,,,,Tiverton,
+441689639750,en,,,,Bampton,
+447194305417,en,,,,Dulverton,
+441689528639,en,,,,Minehead,
+447083194306,en,,,,Watchet,
+441689417528,en,,,,Williton,
+447972083195,en,,,,Nether Stowey,
+441689306417,en,,,,Cannington,
+447861972084,en,,,,Bridgwater,
+441689195306,en,,,,Highbridge,
+447750861973,en,,,,Burnham-on-Sea,
+441689084195,en,,,,Weston-super-Mare,
+447639750862,en,,,,Clevedon,
+441689973084,en,,,,Portishead,
+447528639751,en,,,,Nailsea,
+441689862973,en,,,,Bristol,
+447417528640,en,,,,Chipping Sodbury,
+441689751862,en,,,,Thornbury,
+447306417529,en,,,,Dursley,
+441689640751,en,,,,Stroud,
+447195306418,en,,,,Cirencester,
+441689529640,en,,,,Tetbury,
+447084195307,en,,,,Malmesbury,
+441689418529,en,,,,Chippenham,
+447973084196,en,,,,Calne,
+441689307418,en,,,,Devizes,
+447862973085,en,,,,Marlborough,
+441689196307,en,,,,Hungerford,
+447751862974,en,,,,Newbury,
+441689085196,en,,,,Thatcham,
+447640751863,en,,,,Reading,
+441689974085,en,,,,Wokingham,
+447529640752,en,,,,Bracknell,
+441689863974,en,,,,Ascot,
+447418529641,en,,,,Virginia Water,
+441689752863,en,,,,Egham,
+447307418530,en,,,,Staines,
+441689641752,en,,,,Shepperton,
+447196307419,en,,,,Walton-on-Thames,
+441689530641,en,,,,Weybridge,
+447085196308,en,,,,Cobham,
+441689419530,en,,,,Leatherhead,
+447974085197,en,,,,Dorking,
+441689308419,en,,,,Reigate,
+447863974086,en,,,,Redhill,
+441689197308,en,,,,Crawley,
+447752863975,en,,,,East Grinstead,
+441689086197,en,,,,Oxted,
+447641752864,en,,,,Caterham,
+441689975086,en,,,,Purley,
+447530641753,en,,,,Croydon,
+441689864975,en,,,,Sutton,
+447419530642,en,,,,Epsom,
+441689753864,en,,,,Ashtead,
+447308419531,en,,,,Kingston upon Thames,
+441689642753,en,,,,New Malden,
+447197308420,en,,,,Wimbledon,
+441689531642,en,,,,Raynes Park,
+447086197309,en,,,,Mitcham,
+441689420531,en,,,,Morden,
+447975086198,en,,,,Cheam,
+441689309420,en,,,,Banstead,
+447864975087,en,,,,Tadworth,
+441689198309,en,,,,Redhill,
+447753864976,en,,,,Horley,
+441689087198,en,,,,Crawley,
+447642753865,en,,,,Horsham,
+441689976087,en,,,,Pulborough,
+447531642754,en,,,,Petworth,
+441689865976,en,,,,Midhurst,
+447420531643,en,,,,Liphook,
+441689754865,en,,,,Bordon,
+447309420532,en,,,,Alton,
+441689643754,en,,,,Four Marks,
+447198309421,en,,,,Medstead,
+441689532643,en,,,,Winchester,
+447087198310,en,,,,Alresford,
+441689421532,en,,,,Bishop's Waltham,
+447976087199,en,,,,Fareham,
+441689310421,en,,,,Gosport,
+447865976088,en,,,,Lee-on-the-Solent,
+441689199310,en,,,,Stubbington,
+447754865977,en,,,,Portchester,
+441689088199,en,,,,Cosham,
+447643754866,en,,,,Portsmouth,
+441689977088,en,,,,Southsea,
+447532643755,en,,,,Havant,
+441689866977,en,,,,Waterlooville,
+447421532644,en,,,,Petersfield,
+441689755866,en,,,,Liss,
+447310421533,en,,,,Midhurst,
+441689644755,en,,,,Petworth,
+447199310422,en,,,,Pulborough,
+441689533644,en,,,,Horsham,
+447088199311,en,,,,Crawley,
+441689422533,en,,,,East Grinstead,
+447977088200,en,,,,Oxted,
+441689311422,en,,,,Westerham,
+447866977089,en,,,,Sevenoaks,
+441689200311,en,,,,Tonbridge,
+447755866978,en,,,,Maidstone,
+441689089200,en,,,,Headcorn,
+447644755867,en,,,,Staplehurst,
+441689978089,en,,,,Cranbrook,
+447533644756,en,,,,Tenterden,
+441689867978,en,,,,Ashford,
+447422533645,en,,,,Canterbury,
+441689756867,en,,,,Whitstable,
+447311422534,en,,,,Herne Bay,
+441689645756,en,,,,Faversham,
+447200311423,en,,,,Sittingbourne,
+441689534645,en,,,,Gillingham,
+447089200312,en,,,,Rochester,
+441689423534,en,,,,Chatham,
+447978089201,en,,,,Strood,
+441689312423,en,,,,Gravesend,
+447867978090,en,,,,Dartford,
+441689201312,en,,,,Swanley,
+447756867979,en,,,,Bexley,
+441689090201,en,,,,Sidcup,
+447645756868,en,,,,Orpington,
+441689979090,en,,,,Bromley,
+447534645757,en,,,,Beckenham,
+441689868979,en,,,,Crystal Palace,
+447423534646,en,,,,Croydon,
+441689757868,en,,,,Thornton Heath,
+447312423535,en,,,,Mitcham,
+441689646757,en,,,,Tooting,
+447201312424,en,,,,Wimbledon,
+441689535646,en,,,,Raynes Park,
+447090201313,en,,,,New Malden,
+441689424535,en,,,,Kingston upon Thames,
+447979090202,en,,,,Surbiton,
+441689313424,en,,,,Tolworth,
+447868979091,en,,,,Chessington,
+441689202313,en,,,,Epsom,
+447757868980,en,,,,Ewell,
+441689091202,en,,,,Sutton,
+447646757869,en,,,,Carshalton,
+441689980091,en,,,,Wallington,
+447535646758,en,,,,Croydon,
+441689869980,en,,,,Purley,
+447424535647,en,,,,Coulsdon,
+441689758869,en,,,,Caterham,
+447313424536,en,,,,Oxted,
+441689647758,en,,,,Westerham,
+447202313425,en,,,,Sevenoaks,
+441689536647,en,,,,Swanley,
+447091202314,en,,,,Dartford,
+441689425536,en,,,,Gravesend,
+447980091203,en,,,,Rochester,
+441689314425,en,,,,Chatham,
+447869980092,en,,,,Gillingham,
+441689203314,en,,,,Sittingbourne,
+447758869981,en,,,,Faversham,
+441689092203,en,,,,Canterbury,
+447647758870,en,,,,Herne Bay,
+441689981092,en,,,,Margate,
+447536647759,en,,,,Broadstairs,
+441689870981,en,,,,Ramsgate,
+447425536648,en,,,,Sandwich,
+441689759870,en,,,,Deal,
+447314425537,en,,,,Dover,
+441689648759,en,,,,Folkestone,
+447203314426,en,,,,Hythe,
+441689537648,en,,,,Ashford,
+447092203315,en,,,,Headcorn,
+441689426537,en,,,,Maidstone,
+447981092204,en,,,,Tonbridge,
+441689315426,en,,,,Sevenoaks,
+447870981093,en,,,,Westerham,
+441689204315,en,,,,Oxted,
+447759870982,en,,,,Caterham,
+441689093204,en,,,,Redhill,
+447648759871,en,,,,Reigate,
+441689982093,en,,,,Dorking,
+447537648760,en,,,,Leatherhead,
+441689871982,en,,,,Cobham,
+447426537649,en,,,,Weybridge,
+441689760871,en,,,,Walton-on-Thames,
+447315426538,en,,,,Shepperton,
+441689649760,en,,,,Staines,
+447204315427,en,,,,Egham,
+441689538649,en,,,,Virginia Water,
+447093204316,en,,,,Ascot,
+441689427538,en,,,,Bracknell,
+447982093205,en,,,,Wokingham,
+441689316427,en,,,,Reading,
+447871982094,en,,,,Theale,
+441689205316,en,,,,Newbury,
+447760871983,en,,,,Hungerford,
+441689094205,en,,,,Marlborough,
+447649760872,en,,,,Devizes,
+441689983094,en,,,,Chippenham,
+447538649761,en,,,,Calne,
+441689872983,en,,,,Malmesbury,
+447427538650,en,,,,Tetbury,
+441689761872,en,,,,Cirencester,
+447316427539,en,,,,Stroud,
+441689650761,en,,,,Dursley,
+447205316428,en,,,,Thornbury,
+441689539650,en,,,,Yate,
+447094205317,en,,,,Chipping Sodbury,
+441689428539,en,,,,Bristol,
+447983094206,en,,,,Keynsham,
+441689317428,en,,,,Bath,
+447872983095,en,,,,Bradford-on-Avon,
+441689206317,en,,,,Trowbridge,
+447761872984,en,,,,Warminster,
+441689095206,en,,,,Frome,
+447650761873,en,,,,Shepton Mallet,
+441689984095,en,,,,Wells,
+447539650762,en,,,,Burnham-on-Sea,
+441689873984,en,,,,Bridgwater,
+447428539651,en,,,,Taunton,
+441689762873,en,,,,Wellington,
+447317428540,en,,,,Cullompton,
+441689651762,en,,,,Tiverton,
+447206317429,en,,,,Bampton,
+441689540651,en,,,,Dulverton,
+447095206318,en,,,,Minehead,
+441689429540,en,,,,Watchet,
+447984095207,en,,,,Williton,
+441689318429,en,,,,Nether Stowey,
+447873984096,en,,,,Cannington,
+441689207318,en,,,,Bridgwater,
+447762873985,en,,,,Highbridge,
+441689096207,en,,,,Burnham-on-Sea,
+447651762874,en,,,,Weston-super-Mare,
+441689985096,en,,,,Clevedon,
+447540651763,en,,,,Portishead,
+441689874985,en,,,,Nailsea,
+447429540652,en,,,,Bristol,
+441689763874,en,,,,Chipping Sodbury,
+447318429541,en,,,,Thornbury,
+441689652763,en,,,,Dursley,
+447207318430,en,,,,Stroud,
+441689541652,en,,,,Cirencester,
+447096207319,en,,,,Tetbury,
+441689430541,en,,,,Malmesbury,
+447985096208,en,,,,Chippenham,
+441689319430,en,,,,Calne,
+447874985097,en,,,,Devizes,
+441689208319,en,,,,Marlborough,
+447763874986,en,,,,Hungerford,
+441689097208,en,,,,Newbury,
+447652763875,en,,,,Thatcham,
+441689986097,en,,,,Reading,
+447541652764,en,,,,Wokingham,
+441689875986,en,,,,Bracknell,
+447430541653,en,,,,Ascot,
+441689764875,en,,,,Virginia Water,
+447319430542,en,,,,Egham,
+441689653764,en,,,,Staines,
+447208319431,en,,,,Shepperton,
+441689542653,en,,,,Walton-on-Thames,
+447097208320,en,,,,Weybridge,
+441689431542,en,,,,Cobham,
+447986097209,en,,,,Leatherhead,
+441689320431,en,,,,Dorking,
+447875986098,en,,,,Reigate,
+441689209320,en,,,,Redhill,
+447764875987,en,,,,Crawley,
+441689098209,en,,,,East Grinstead,
+447653764876,en,,,,Oxted,
+441689987098,en,,,,Caterham,
+447542653765,en,,,,Purley,
+441689876987,en,,,,Croydon,
+447431542654,en,,,,Sutton,
+441689765876,en,,,,Epsom,
+447320431543,en,,,,Ashtead,
+441689654765,en,,,,Kingston upon Thames,
+447209320432,en,,,,New Malden,
+441689543654,en,,,,Wimbledon,
+447098209321,en,,,,Raynes Park,
+441689432543,en,,,,Mitcham,
+447987098210,en,,,,Morden,
+441689321432,en,,,,Cheam,
+447876987099,en,,,,Banstead,
+441689210321,en,,,,Tadworth,
+447765876988,en,,,,Redhill,
+441689099210,en,,,,Horley,
+447654765877,en,,,,Crawley,
+441689988099,en,,,,Horsham,
+447543654766,en,,,,Pulborough,
+441689877988,en,,,,Petworth,
+447432543655,en,,,,Midhurst,
+441689766877,en,,,,Liphook,
+447321432544,en,,,,Bordon,
+441689655766,en,,,,Alton,
+447210321433,en,,,,Four Marks,
+441689544655,en,,,,Medstead,
+447099210322,en,,,,Winchester,
+441689433544,en,,,,Alresford,
+447988099211,en,,,,Bishop's Waltham,
+441689322433,en,,,,Fareham,
+447877988100,en,,,,Gosport,
+441689211322,en,,,,Lee-on-the-Solent,
+447766877989,en,,,,Stubbington,
+441689100211,en,,,,Portchester,
+447655766878,en,,,,Cosham,
+441689989100,en,,,,Portsmouth,
+447544655767,en,,,,Southsea,
+441689878989,en,,,,Havant,
+447433544656,en,,,,Waterlooville,
+441689767878,en,,,,Petersfield,
+447322433545,en,,,,Liss,
+441689656767,en,,,,Midhurst,
+447211322434,en,,,,Petworth,
+441689545656,en,,,,Pulborough,
+447100211323,en,,,,Horsham,
+441689434545,en,,,,Crawley,
+447989100212,en,,,,East Grinstead,
+441689323434,en,,,,Oxted,
+447878989101,en,,,,Westerham,
+441689212323,en,,,,Sevenoaks,
+447767878990,en,,,,Tonbridge,
+441689101212,en,,,,Maidstone,
+447656767879,en,,,,Headcorn,
+441689990101,en,,,,Staplehurst,
+447545656768,en,,,,Cranbrook,
+441689879990,en,,,,Tenterden,
+447434545657,en,,,,Ashford,
+441689768879,en,,,,Canterbury,
+447323434546,en,,,,Whitstable,
+441689657768,en,,,,Herne Bay,
+447212323435,en,,,,Faversham,
+441689546657,en,,,,Sittingbourne,
+447101212324,en,,,,Gillingham,
+441689435546,en,,,,Rochester,
+447990101213,en,,,,Chatham,
+441689324435,en,,,,Strood,
+447879990102,en,,,,Gravesend,
+441689213324,en,,,,Dartford,
+447768879991,en,,,,Swanley,
+441689102213,en,,,,Bexley,
+447657768880,en,,,,Sidcup,
+441689991102,en,,,,Orpington,
+447546657769,en,,,,Bromley,
+441689880991,en,,,,Beckenham,
+447435546658,en,,,,Crystal Palace,
+441689769880,en,,,,Croydon,
+447324435547,en,,,,Thornton Heath,
+441689658769,en,,,,Mitcham,
+447213324436,en,,,,Tooting,
+441689547658,en,,,,Wimbledon,
+447102213325,en,,,,Raynes Park,
+441689436547,en,,,,New Malden,
+447991102214,en,,,,Kingston upon Thames,
+441689325436,en,,,,Surbiton,
+447880991103,en,,,,Tolworth,
+441689214325,en,,,,Chessington,
+447769880992,en,,,,Epsom,
+441689103214,en,,,,Ewell,
+447658769881,en,,,,Sutton,
+441689992103,en,,,,Carshalton,
+447547658770,en,,,,Wallington,
+441689881992,en,,,,Croydon,
+447436547659,en,,,,Purley,
+441689770881,en,,,,Coulsdon,
+447325436548,en,,,,Caterham,
+441689659770,en,,,,Oxted,
+447214325437,en,,,,Westerham,
+441689548659,en,,,,Sevenoaks,
+447103214326,en,,,,Swanley,
+441689437548,en,,,,Dartford,
+447992103215,en,,,,Gravesend,
+441689326437,en,,,,Rochester,
+447881992104,en,,,,Chatham,
+441689215326,en,,,,Gillingham,
+447770881993,en,,,,Sittingbourne,
+441689104215,en,,,,Faversham,
+447659770882,en,,,,Canterbury,
+441689993104,en,,,,Herne Bay,
+447548659771,en,,,,Margate,
+441689882993,en,,,,Broadstairs,
+447437548660,en,,,,Ramsgate,
+441689771882,en,,,,Sandwich,
+447326437549,en,,,,Deal,
+441689660771,en,,,,Dover,
+447215326438,en,,,,Folkestone,
+441689549660,en,,,,Hythe,
+447104215327,en,,,,Ashford,
+441689438549,en,,,,Headcorn,
+447993104216,en,,,,Maidstone,
+441689327438,en,,,,Tonbridge,
+447882993105,en,,,,Sevenoaks,
+441689216327,en,,,,Westerham,
+447771882994,en,,,,Oxted,
+441689105216,en,,,,Caterham,
+447660771883,en,,,,Redhill,
+441689994105,en,,,,Reigate,
+447549660772,en,,,,Dorking,
+441689883994,en,,,,Leatherhead,
+447438549661,en,,,,Cobham,
+441689772883,en,,,,Weybridge,
+447327438550,en,,,,Walton-on-Thames,
+441689661772,en,,,,Shepperton,
+447216327439,en,,,,Staines,
+441689550661,en,,,,Egham,
+447105216328,en,,,,Virginia Water,
+441689439550,en,,,,Ascot,
+447994105217,en,,,,Bracknell,
+441689328439,en,,,,Wokingham,
+447883994106,en,,,,Reading,
+441689217328,en,,,,Theale,
+447772883995,en,,,,Newbury,
+441689106217,en,,,,Hungerford,
+447661772884,en,,,,Marlborough,
+441689995106,en,,,,Devizes,
+447550661773,en,,,,Chippenham,
+441689884995,en,,,,Calne,
+447439550662,en,,,,Malmesbury,
+441689773884,en,,,,Tetbury,
+447328439551,en,,,,Cirencester,
+441689662773,en,,,,Stroud,
+447217328440,en,,,,Dursley,
+441689551662,en,,,,Thornbury,
+447106217329,en,,,,Yate,
+441689440551,en,,,,Chipping Sodbury,
+447995106218,en,,,,Bristol,
+441689329440,en,,,,Keynsham,
+447884995107,en,,,,Bath,
+441689218329,en,,,,Bradford-on-Avon,
+447773884996,en,,,,Trowbridge,
+441689107218,en,,,,Warminster,
+447662773885,en,,,,Frome,
+441689996107,en,,,,Shepton Mallet,
+447551662774,en,,,,Wells,
+441689885996,en,,,,Burnham-on-Sea,
+447440551663,en,,,,Bridgwater,
+441689774885,en,,,,Taunton,
+447329440552,en,,,,Wellington,
+441689663774,en,,,,Cullompton,
+447218329441,en,,,,Tiverton,
+441689552663,en,,,,Bampton,
+447107218330,en,,,,Dulverton,
+441689441552,en,,,,Minehead,
+447996107219,en,,,,Watchet,
+441689330441,en,,,,Williton,
+447885996108,en,,,,Nether Stowey,
+441689219330,en,,,,Cannington,
+447774885997,en,,,,Bridgwater,
+441689108219,en,,,,Highbridge,
+447663774886,en,,,,Burnham-on-Sea,
+441689997108,en,,,,Weston-super-Mare,
+447552663775,en,,,,Clevedon,
+441689886997,en,,,,Portishead,
+447441552664,en,,,,Nailsea,
+441689775886,en,,,,Bristol,
+447330441553,en,,,,Chipping Sodbury,
+441689664775,en,,,,Thornbury,
+447219330442,en,,,,Dursley,
+441689553664,en,,,,Stroud,
+447108219331,en,,,,Cirencester,
+441689442553,en,,,,Tetbury,
+447997108220,en,,,,Malmesbury,
+441689331442,en,,,,Chippenham,
+447886997109,en,,,,Calne,
+441689220331,en,,,,Devizes,
+447775886998,en,,,,Marlborough,
+441689109220,en,,,,Hungerford,
+447664775887,en,,,,Newbury,
+441689998109,en,,,,Thatcham,
+447553664776,en,,,,Reading,
+441689887998,en,,,,Wokingham,
+447442553665,en,,,,Bracknell,
+441689776887,en,,,,Ascot,
+447331442554,en,,,,Virginia Water,
+441689665776,en,,,,Egham,
+447220331443,en,,,,Staines,
+441689554665,en,,,,Shepperton,
+447109220332,en,,,,Walton-on-Thames,
+441689443554,en,,,,Weybridge,
+447998109221,en,,,,Cobham,
+441689332443,en,,,,Leatherhead,
+447887998110,en,,,,Dorking,
+441689221332,en,,,,Reigate,
+447776887999,en,,,,Redhill,
+441689110221,en,,,,Crawley,
+447665776888,en,,,,East Grinstead,
+441689999110,en,,,,Oxted,
+447554665777,en,,,,Caterham,
+441689888999,en,,,,Purley,
+447443554666,en,,,,Croydon,
+441689777888,en,,,,Sutton,
+447332443555,en,,,,Epsom,
+441689666777,en,,,,Ashtead,
+447221332444,en,,,,Kingston upon Thames,
+441689555666,en,,,,New Malden,
+447110221333,en,,,,Wimbledon,
+441689444555,en,,,,Raynes Park,
+447999110222,en,,,,Mitcham,
+441689333444,en,,,,Morden,
+447888999111,en,,,,Cheam,
+441689222333,en,,,,Banstead,
+447777888000,en,,,,Tadworth,
+441689111222,en,,,,Redhill,
+447666777000,en,,,,Horley,
+441689000111,en,,,,Crawley,
+447555666000,en,,,,Horsham,
+441689000000,en,,,,Pulborough,
+447444555000,en,,,,Petworth,
+441689000000,en,,,,Midhurst,
+447333444000,en,,,,Liphook,
+441689000000,en,,,,Bordon,
+447222333000,en,,,,Alton,
+441689000000,en,,,,Four Marks,
+447111222000,en,,,,Medstead,
+441689000000,en,,,,Winchester,
+447000111000,en,,,,Alresford,
+441689000000,en,,,,Bishop's Waltham,
+447000000000,en,,,,Fareham,
+441689000000,en,,,,Gosport,
+447000000000,en,,,,Lee-on-the-Solent,
+441689000000,en,,,,Stubbington,
+447000000000,en,,,,Portchester,
+441689000000,en,,,,Cosham,
+447000000000,en,,,,Portsmouth,
+441689000000,en,,,,Southsea,
+447000000000,en,,,,Havant,
+441689000000,en,,,,Waterlooville,
+447000000000,en,,,,Petersfield,
+441689000000,en,,,,Liss,
+447000000000,en,,,,Midhurst,
+441689000000,en,,,,Petworth,
+447000000000,en,,,,Pulborough,
+441689000000,en,,,,Horsham,
+441794036925,en,,,,Lyndhurst,
+447543050329,en,,,,Wallsend,
+447534998859,en,,,,Cookham,
+441895347252,en,,,,Denham,
+441480582581,en,,,,Peterborough,
+441823442029,en,,,,Creech St. Michael,
+441162152180,en,,,,Anstey,
